"index","job_title","salary_estimate","rating","company_name","location","headquarters","workforce","founded","type_of_ownership","industry","sector","revenue","state"
263,"Associate Data Scientist","$91K-$150K ","3.3","Puget Sound Energy
","Bothell, WA","Bellevue, WA","1001 to 5000 ",1999,"Company - Private","Utilities","Oil, Gas, Energy & Utilities","$2 to $5 billion (USD)","WA"
264,"Data Scientist - Statistics, Mid-Career","$91K-$150K ","3.7","Pacific Northwest National Laboratory
","Richland, WA","Richland, WA","1001 to 5000 ",1965,"Government","Energy","Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","WA"
265,"Director of Data Science","$91K-$150K ","3.8","Analysis Group
","Boston, MA","Boston, MA","1001 to 5000 ",1981,"Private Practice / Firm","Consulting","Business Services","$100 to $500 million (USD)","MA"
266,"Data Scientist","$91K-$150K ","3.2","US Pharmacopeia
","Rockville, MD","Rockville, MD","1001 to 5000 ",1820,"Nonprofit Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","MD"
267,"Data Scientist","$91K-$150K ","4.6","Itlize Global
","Piscataway, NJ","Piscataway, NJ","201 to 500 ",2010,"Company - Private","IT Services","Information Technology","$10 to $25 million (USD)","NJ"
268,"Data Scientist","$91K-$150K ","3.5","eBay
","San Jose, CA","San Jose, CA","10000+ ",1995,"Company - Public","Internet","Information Technology","$10+ billion (USD)","CA"
269,"Data Engineer, Digital & Comp Pathology","$91K-$150K ","5","Paige
","New York, NY","New York, NY","1 to 50 ",2018,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","NY"
270,"Data Engineer","$91K-$150K ","4.1","Shape Security
","Santa Clara, CA","Mountain View, CA","51 to 200 ",2011,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","CA"
271,"Manager / Lead, Data Science & Analytics","$91K-$150K ","4.1","ABIOMED
","Danvers, MA","Danvers, MA","1001 to 5000 ",1981,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","MA"
272,"Data Scientist","$91K-$150K ","3.5","Comcast
","New York, NY","Philadelphia, PA","10000+ ",1963,"Company - Public","Telecommunications","Media & Technology","$10+ billion (USD)","NY"
273,"Data Scientist","$91K-$150K ","3.2","Metronome, LLC
","Vienna, VA","Fairfax, VA","51 to 200 ",2011,"Company - Private","IT Services","Information Technology","$10 to $25 million (USD)","VA"
274,"Data Scientist","$91K-$150K ","5","SkillSoniq
","San Francisco, CA","Jersey City, NJ","N/A",2016,"Company - Public","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","CA"
275,"Data Scientist","$91K-$150K ","4.7","Lawrence Livermore National Lab
","Livermore, CA","Livermore, CA","1001 to 5000 ",1952,"Government","Federal Agencies","Government","$1 to $2 billion (USD)","CA"
276,"Diversity and Inclusion Data Analyst","$91K-$150K ","3.8","FHLBank Pittsburgh
","Pittsburgh, PA","Pittsburgh, PA","201 to 500 ",1932,"Company - Private","Banks & Credit Unions","Finance","$1 to $2 billion (USD)","PA"
277,"Data Scientist","$91K-$150K ","3.6","Jacobs
","Herndon, VA","Dallas, TX","10000+ ",1947,"Company - Public","Architectural & Engineering Services","Business Services","$10+ billion (USD)","VA"
278,"Data Scientist","$91K-$150K ","4.8","Klaviyo
","Boston, MA","Boston, MA","201 to 500 ",2012,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","MA"
279,"Data Scientist","$91K-$150K ","3.3","Underwriters Laboratories
","Northbrook, IL","Northbrook, IL","10000+ ",1894,"Company - Private","Consulting","Business Services","$2 to $5 billion (USD)","IL"
280,"Data Scientist","$91K-$150K ","3.7","Altus Group
","Irvine, CA","Toronto, Canada","1001 to 5000 ",2005,"Company - Public","Real Estate","Real Estate","$100 to $500 million (USD)","CA"
281,"Data Scientist","$91K-$150K ","5","Jobot
","Irvine, CA","Irvine, CA","51 to 200 ",2018,"Company - Private","Staffing & Outsourcing","Business Services","$25 to $50 million (USD)","CA"
282,"Data Scientist","$91K-$150K ","0","Trovetechs Inc","San Francisco, CA","Hillsborough, NJ","N/A",2016,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","CA"
283,"Senior Analyst/Data Scientist","$141K-$225K ","3.4","Edmunds.com
","Santa Monica, CA","Santa Monica, CA","501 to 1000 ",1966,"Company - Private","Internet","Information Technology","$100 to $500 million (USD)","CA"
284,"Data Scientist","$141K-$225K ","5","Cohere Health
","Boston, MA","Boston, MA","1 to 50 ",2019,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","MA"
285,"Data Scientist","$141K-$225K ","0","Trovetechs Inc","San Francisco, CA","Hillsborough, NJ","N/A",2016,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","CA"
286,"Senior Data Scientist - R&D Oncology","$141K-$225K ","4","AstraZeneca
","New York, NY","Cambridge, United Kingdom","10000+ ",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","NY"
287,"Data Scientist","$141K-$225K ","4.2","Oshkosh Corporation
","Oshkosh, WI","Oshkosh, WI","10000+ ",1917,"Company - Public","Transportation Equipment Manufacturing","Manufacturing","$5 to $10 billion (USD)","WI"
288,"Data Scientist","$141K-$225K ","4.3","Joby Aviation
","San Carlos, CA","Santa Cruz, CA","51 to 200 ",2009,"Company - Private","Aviation and Aerospace Component Manufacturing","Transportation","Unknown / Non-Applicable","CA"
289,"Data Scientist","$141K-$225K ","3.4","Mackin
","Menlo Park, CA","Pittsburgh, PA","51 to 200 ",1960,"Company - Private","Architectural & Engineering Services","Business Services","$10 to $25 million (USD)","CA"
290,"Data Scientist","$141K-$225K ","0","PETADATA","San Francisco, CA","Fremont, CA","51 to 200 ",2014,"Company - Private","IT Services","Technology","Unknown / Non-Applicable","CA"
291,"Data Scientist","$141K-$225K ","4.4","VBeyond Corporation
","Dallas, TX","Hillsborough, NJ","201 to 500 ",2006,"Company - Private","Staffing & Outsourcing","Business Services","$5 to $10 million (USD)","TX"
292,"Data Scientist Machine Learning","$141K-$225K ","3.5","Leidos
","Arlington, VA","Reston, VA","10000+ ",1969,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)","VA"
293,"Data Scientist","$141K-$225K ","3.7","Take-Two
","San Francisco, CA","New York, NY","1001 to 5000 ",1993,"Company - Public","Video Games","Media","$1 to $2 billion (USD)","CA"
294,"Data Scientist","$141K-$225K ","3.7","Colony Brands
","Monroe, WI","Monroe, WI","501 to 1000 ",1926,"Company - Private","Food & Beverage Stores","Retail","$100 to $500 million (USD)","WI"
295,"Data Scientist","$141K-$225K ","4.1","Capio Group
","Sacramento, CA","Goteborg, Sweden","10000+ ",1994,"Hospital","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","CA"
296,"Data Scientist","$141K-$225K ","3.4","SleePare
","New York, NY","New York, NY","1 to 50 ",2017,"Company - Private","Other Retail Stores","Retail","Unknown / Non-Applicable","NY"
297,"Data Analyst","$141K-$225K ","4.5","ShorePoint
","Reston, VA","Washington, DC","1 to 50 ",2017,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","VA"
298,"Data Scientist","$141K-$225K ","3.5","Dolphin
","New York, NY","Lake Buena Vista, FL","1001 to 5000 ",1990,"Company - Private","Hotels, Motels, & Resorts","Travel & Tourism","Unknown / Non-Applicable","NY"
299,"Data Scientist","$141K-$225K ","3.6","TE Connectivity
","Hampton, VA","Schaffhausen, Switzerland","10000+ ",2007,"Company - Public","Electrical & Electronic Manufacturing","Manufacturing","$10+ billion (USD)","VA"
300,"Data Scientist","$141K-$225K ","3.2","State of Virginia
","Richmond, VA","Richmond, VA","10000+ ",1788,"Government","State & Regional Agencies","Government","$10+ billion (USD)","VA"
301,"Data Scientist","$141K-$225K ","3.7","TA Digital
","New York, NY","Newark, CA","501 to 1000 ",2000,"Company - Private","Computer Hardware & Software","Information Technology","$25 to $50 million (USD)","NY"
302,"Data Scientist","$141K-$225K ","4","Market America Inc
","Monterey, CA","Greensboro, NC","501 to 1000 ",1992,"Company - Private","Other Retail Stores","Retail","$100 to $500 million (USD)","CA"
303,"Data Scientist","$145K-$225K","3.2","Triplebyte
","Chicago, IL","San Francisco, CA","51 to 200 ",2015,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","IL"
304,"Data Scientist","$145K-$225K","4.5","Kingfisher Systems
","McLean, VA","Falls Church, VA","51 to 200 ",2005,"Company - Private","Federal Agencies","Government","$25 to $50 million (USD)","VA"
305,"Chief Scientist","$145K-$225K","3.4","TrueAccord
","Remote","San Francisco, CA","51 to 200 ",2013,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Remote"
306,"Data Scientist","$145K-$225K","3.9","ALTA IT Services
","Woodlawn, MD","Rockville, MD","201 to 500 ",2004,"Company - Private","IT Services","Information Technology","$10 to $25 million (USD)","MD"
307,"Data Scientist","$145K-$225K","3.2","Kollasoft Inc.
","Scottsdale, AZ","Scottsdale, AZ","1 to 50 ",2007,"Company - Private","Software Development","Technology","$1 to $5 million (USD)","AZ"
308,"Data Scientist","$145K-$225K","5","Kollasoft Inc.
","Scottsdale, AZ","Scottsdale, AZ","N/A",2007,"Company - Public","Software Development","Technology","Unknown / Non-Applicable","AZ"
309,"Data Scientist","$145K-$225K","3.4","ASRC Federal Holding Company
","Reston, VA","Beltsville, MD","5001 to 10000 ",2003,"Company - Private","Aerospace & Defense","Aerospace & Defense","$500 million to $1 billion (USD)","VA"
310,"Data Scientist","$145K-$225K","4.4","Adwait Algorithm
","New York, NY","Houston, TX","51 to 200 ",2015,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","NY"
311,"Health Plan Data Analyst, Sr","$145K-$225K","3.8","Cook Children's Health Care System
","Fort Worth, TX","Fort Worth, TX","5001 to 10000 ",1918,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)","TX"
312,"Principal Scientist/Associate Director, Quality Control and Analytical Technologies","$145K-$225K","3.8","Rubius Therapeutics
","Smithfield, RI","Cambridge, MA","201 to 500 ",2013,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","RI"
313,"Data Scientist","$145K-$225K","3.5","Cambridge FX
","Atlanta, GA","Toronto, Canada","201 to 500 ",1992,"Company - Public","Financial Transaction Processing","Finance","$100 to $500 million (USD)","GA"
314,"Senior Data Scientist","$145K-$225K","3.8","Metromile
","San Francisco, CA","San Francisco, CA","201 to 500 ",2011,"Company - Private","Insurance Carriers","Insurance","Unknown / Non-Applicable","CA"
315,"Data Scientist","$145K-$225K","3.9","Criteo
","Ann Arbor, MI","Paris, France","1001 to 5000 ",2005,"Company - Public","Internet","Information Technology","$2 to $5 billion (USD)","MI"
316,"Data Scientist","$145K-$225K","3.4","Advance Sourcing Concepts
","Pittsburgh, PA","Pittsburgh, PA","51 to 200 ",2005,"Company - Private","Staffing & Outsourcing","Business Services","$1 to $5 million (USD)","PA"
317,"Data Scientist","$145K-$225K","3.8","Enterprise Solutions Inc
","New York, NY","Naperville, IL","51 to 200 ",2000,"Company - Private","Staffing & Outsourcing","Business Services","$25 to $50 million (USD)","NY"
318,"Analytics - Business Assurance Data Analyst","$145K-$225K","4.6","GreatAmerica Financial Services
","Cedar Rapids, IA","Cedar Rapids, IA","501 to 1000 ",1992,"Company - Private","Lending","Finance","$100 to $500 million (USD)","IA"
319,"Data Scientist","$145K-$225K","0","Microagility","New York, NY","Princeton, NJ","1 to 50 ",2003,"Company - Private","Consulting","Business Services","$1 to $5 million (USD)","NY"
320,"Data Scientist","$145K-$225K","4.6","Conch Technologies, Inc
","Concord, CA","Memphis, TN","51 to 200 ",2004,"Company - Private","Consulting","Business Services","$5 to $10 million (USD)","CA"
321,"Development Scientist, Voltaren","$145K-$225K","3.9","GSK
","Richmond, VA","Brentford, United Kingdom","10000+ ",1830,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","VA"
322,"Data Scientist","$145K-$225K","0","Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH","1 to 50 ",2010,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","OH"
323,"Data Scientist","$79K-$147K ","3.7","GovTech
","San Francisco, CA","Singapore, Singapore","1001 to 5000 ",2016,"Government","Federal Agencies","Government","Unknown / Non-Applicable","CA"
324,"Data Scientist","$79K-$147K ","3.3","Intellectual Ventures
","Bellevue, WA","Bellevue, WA","501 to 1000 ",2000,"Company - Private","Investment Banking & Asset Management","Finance","Unknown / Non-Applicable","WA"
325,"Data Engineer","$79K-$147K ","4.4","Rocket Lawyer
","San Francisco, CA","San Francisco, CA","51 to 200 ",2008,"Company - Private","Computer Hardware & Software","Information Technology","$50 to $100 million (USD)","CA"
326,"Data Scientist","$79K-$147K ","3.7","22nd Century Technologies
","Oakland, CA","Somerset, NJ","1001 to 5000 ",1997,"Company - Private","IT Services","Information Technology","$25 to $50 million (USD)","CA"
327,"Data Scientist","$79K-$147K ","3.3","Huxley
","San Francisco, CA","London, United Kingdom","201 to 500 ",1995,"Company - Private","Staffing & Outsourcing","Business Services","$25 to $50 million (USD)","CA"
328,"Data Scientist","$79K-$147K ","3.4","FM Systems
","Boston, MA","Raleigh, NC","51 to 200 ",1984,"Company - Private","Computer Hardware & Software","Information Technology","$5 to $10 million (USD)","MA"
329,"Data Scientist","$79K-$147K ","0","B4Corp","Reston, VA","Leesburg, VA","51 to 200 ",2010,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","VA"
330,"Machine Learning Engineer","$79K-$147K ","3.7","Mteq
","Fort Belvoir, VA","Lorton, VA","501 to 1000 ",1954,"Company - Public","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)","VA"
331,"Principal Data & Analytics Platform Engineer","$79K-$147K ","3.7","Blue Cross and Blue Shield of North Carolina
","Durham, NC","Durham, NC","1001 to 5000 ",1933,"Company - Private","Insurance Carriers","Insurance","$5 to $10 billion (USD)","NC"
332,"Machine Learning Engineer/Scientist","$79K-$147K ","4.8","Jane Street
","New York, NY","New York, NY","501 to 1000 ",2000,"Company - Private","Investment Banking & Asset Management","Finance","Unknown / Non-Applicable","NY"
333,"Data Scientist","$79K-$147K ","5","SSATI
","McLean, VA","Annapolis Junction, MD","1 to 50 ",2003,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)","VA"
334,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab","$79K-$147K ","3.9","Novartis
","Cambridge, MA","Basel, Switzerland","10000+ ",1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","MA"
335,"Data Scientist","$79K-$147K ","3.4","Solving IT International Inc
","Chicago, IL","Chicago, IL","501 to 1000 ",1992,"Company - Private","IT Services","Technology Consulting","Unknown / Non-Applicable","IL"
336,"Data Scientist","$79K-$147K ","3.3","The Davey Tree Expert Company
","Kent, OH","Kent, OH","10000+ ",1880,"Self-employed","Timber Operations","Agriculture & Forestry","$1 to $2 billion (USD)","OH"
337,"Data Scientist","$79K-$147K ","4.6","Centauri
","Reston, VA","Chantilly, VA","501 to 1000 ",1999,"Company - Private","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)","VA"
338,"Data Scientist","$79K-$147K ","0","Stride Search","San Francisco, CA","Westlake Village, CA","1 to 50 ",2012,"Company - Private","Staffing & Outsourcing","Business Services","Less than $1 million (USD)","CA"
339,"Machine Learning Engineer","$79K-$147K ","2.6","Software Engineering Institute
","Pittsburgh, PA","Pittsburgh, PA","501 to 1000 ",1984,"College / University","Colleges & Universities","Education","Unknown / Non-Applicable","PA"
340,"Data Analyst - Unilever Prestige","$79K-$147K ","3.8","Dermalogica
","Carson, CA","Carson, CA","201 to 500 ",1986,"Subsidiary or Business Segment","Consumer Products Manufacturing","Manufacturing","$100 to $500 million (USD)","CA"
341,"Data Scientist","$79K-$147K ","4.8","TechProjects
","New York, NY","North Brunswick, NJ","1 to 50 ",2011,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","NY"
342,"VP, Data Science","$79K-$147K ","3.9","7Park Data
","New York, NY","New York, NY","51 to 200 ",2012,"Company - Private","Research & Development","Business Services","Unknown / Non-Applicable","NY"
343,"Data Scientist","$122K-$146K ","4","Netskope
","Santa Clara, CA","Santa Clara, CA","501 to 1000 ",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","CA"
344,"Data Scientist","$122K-$146K ","4.2","Eversight
","Palo Alto, CA","Palo Alto, CA","51 to 200 ",2013,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)","CA"
345,"Senior Business Intelligence Analyst","$122K-$146K ","3.7","Protolabs
","Maple Plain, MN","Maple Plain, MN","1001 to 5000 ",1999,"Company - Public","Miscellaneous Manufacturing","Manufacturing","$100 to $500 million (USD)","MN"
346,"Data Scientist","$122K-$146K ","3","Ameritas Life Insurance Corp
","Cincinnati, OH","Lincoln, NE","1001 to 5000 ",1887,"Company - Private","Insurance Agencies & Brokerages","Insurance","$2 to $5 billion (USD)","OH"
347,"Data Engineer - Kafka","$122K-$146K ","3.5","Western Digital
","San Jose, CA","San Jose, CA","10000+ ",1970,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)","CA"
348,"Data Scientist","$122K-$146K ","2.9","Shimento, Inc.
","Santa Clara, CA","Walnut Creek, CA","1 to 50 ",2009,"Company - Private","IT Services","Technology","$1 to $5 million (USD)","CA"
349,"Data Scientist","$122K-$146K ","5","Averity
","New York, NY","New York, NY","1 to 50 ",2014,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","NY"
350,"Data Scientist","$122K-$146K ","4.7","Praxis Engineering
","Chantilly, VA","Annapolis Junction, MD","201 to 500 ",2002,"Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)","VA"
351,"Data Scientist","$122K-$146K ","0","Point72 Ventures","Palo Alto, CA","Stamford, CT","N/A",2016,"Company - Private","Venture Capital & Private Equity","Finance","-1","CA"
352,"Decision Scientist","$122K-$146K ","4.5","Johns Hopkins University Applied Physics Laboratory
","Laurel, MD","Laurel, MD","5001 to 10000 ",1942,"Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)","MD"
353,"Data Scientist","$122K-$146K ","4.9","Cambridge Mobile Telematics
","Cambridge, MA","Cambridge, MA","1 to 50 ",2010,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","MA"
354,"Data Science All Star Program - Data Engineer Track","$122K-$146K ","4.6","Blend360
","Columbia, MD","Columbia, MD","51 to 200 ",2002,"Company - Private","Consulting","Business Services","Unknown / Non-Applicable","MD"
355,"Data Scientist - TS/SCI FSP or CI Required","$122K-$146K ","5","Phoenix Operations Group
","Annapolis Junction, MD","Woodbine, MD","1 to 50 ",2011,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)","MD"
356,"Data Analyst","$122K-$146K ","3.9","Nolij Consulting
","Falls Church, VA","Vienna, VA","51 to 200 ",2012,"Company - Public","Consulting","Business Services","$1 to $5 million (USD)","VA"
357,"Data Scientist","$122K-$146K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
358,"Data Scientist","$122K-$146K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
359,"Data Scientist","$122K-$146K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
360,"Data Scientist","$122K-$146K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
361,"Data Scientist","$122K-$146K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
362,"Data Scientist","$122K-$146K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
363,"Senior Data Scientist","$122K-$146K ","3.5","Maxar Technologies
","Herndon, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
364,"Data Scientist","$112K-$116K ","4.3","Quick Base
","Cambridge, MA","Cambridge, MA","201 to 500 ",1999,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","MA"
365,"Data Scientist","$112K-$116K ","3.7","Takeda
","Cambridge, MA","OSAKA, Japan","10000+ ",1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","MA"
366,"Data Scientist","$112K-$116K ","3.5","Maxar Technologies
","Herndon, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
367,"ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","$112K-$116K ","3.9","Southwest Research Institute
","Oklahoma City, OK","San Antonio, TX","1001 to 5000 ",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","OK"
368,"Data Scientist","$112K-$116K ","4.7","Compass Consulting Group
","Thousand Oaks, CA","Danville, CA","51 to 200 ",2008,"Company - Private","Consulting","Business Services","Unknown / Non-Applicable","CA"
369,"Data Science Software Engineer","$112K-$116K ","4.8","Klaviyo
","Boston, MA","Boston, MA","201 to 500 ",2012,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","MA"
370,"AI Ops Data Scientist","$112K-$116K ","4","AstraZeneca
","Gaithersburg, MD","Cambridge, United Kingdom","10000+ ",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","MD"
371,"Data Scientist","$112K-$116K ","4.4","SolutionIT, Inc.
","Edison, NJ","Wilmington, MA","51 to 200 ",2006,"Company - Private","Information Technology & Services","Business Services","Unknown / Non-Applicable","NJ"
372,"Data Scientist","$112K-$116K ","3.2","Perspecta
","Adelphi, MD","Chantilly, VA","10000+ ",2018,"Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","MD"
373,"Data Scientist","$112K-$116K ","4.5","Smith Hanley Associates
","Washington, DC","New York, 061","1 to 50 ",1980,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","DC"
374,"Scientist - Machine Learning","$112K-$116K ","3.5","Allen Institute
","Seattle, WA","Seattle, WA","201 to 500 ",2003,"Nonprofit Organization","Research & Development","Business Services","$100 to $500 million (USD)","WA"
375,"Data Scientist","$112K-$116K ","4.4","Eliassen Group
","Plano, TX","Reading, MA","1001 to 5000 ",1989,"Company - Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)","TX"
376,"Data Scientist","$112K-$116K ","3.1","Bayside Solutions
","Sunnyvale, CA","Pleasanton, CA","1 to 50 ",2001,"Company - Private","Staffing & Outsourcing","Business Services","$1 to $5 million (USD)","CA"
377,"Sr. Data Scientist","$112K-$116K ","3.5","Evolve Vacation Rental
","Denver, CO","Denver, CO","201 to 500 ",2011,"Company - Private","Travel Agencies","Travel & Tourism","Unknown / Non-Applicable","CO"
378,"Data Scientist","$112K-$116K ","3.8","AgreeYa Solutions
","Thousand Oaks, CA","Folsom, CA","1001 to 5000 ",1999,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)","CA"
379,"Data Scientist","$112K-$116K ","3.7","Carolina Power & Light Co
","McLean, VA","Raleigh, NC","5001 to 10000 ",1908,"Subsidiary or Business Segment","Energy","Oil, Gas, Energy & Utilities","Unknown / Non-Applicable","VA"
380,"Analytics Manager - Data Mart","$112K-$116K ","3.5","Central California Alliance for Health
","Scotts Valley, CA","Scotts Valley, CA","501 to 1000 ",1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)","CA"
381,"Data Modeler (Analytical Systems)","$112K-$116K ","3.7","MassMutual
","Boston, MA","Springfield, MA","5001 to 10000 ",1851,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)","MA"
382,"Applied AI Scientist / Engineer","$112K-$116K ","5","New Iron Group, Inc.
","Boston, MA","Austin, TX","1 to 50 ",2003,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","MA"
383,"Data Engineer (Analytics, SQL, Python, AWS)","$112K-$116K ","4","Travelers
","Hartford, CT","Hartford, CT","10000+ ",1853,"Company - Public","Insurance Carriers","Insurance","$10+ billion (USD)","CT"
384,"Senior Data Analyst - Finance & Platform Analytics","$112K-$116K ","3.6","Twitch
","San Francisco, CA","San Francisco, CA","1001 to 5000 ",2011,"Subsidiary or Business Segment","Internet","Information Technology","Unknown / Non-Applicable","CA"
385,"Senior Data Scientist","$110K-$163K ","4.8","Klaviyo
","Boston, MA","Boston, MA","201 to 500 ",2012,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","MA"
386,"Market Research Data Scientist","$110K-$163K ","3.8","GutCheck
","Denver, CO","Denver, CO","51 to 200 ",2009,"Company - Private","Advertising & Marketing","Business Services","$10 to $25 million (USD)","CO"
387,"IT Partner Digital Health Technology and Data Science","$110K-$163K ","3.6","Biogen
","Cambridge, MA","Cambridge, MA","5001 to 10000 ",1978,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","MA"
390,"Senior Machine Learning Scientist - Bay Area, CA","$110K-$163K ","3.3","Tempus Labs
","Redwood City, CA","Chicago, IL","501 to 1000 ",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","CA"
391,"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG","$110K-$163K ","4.1","Mentor Graphics
","Fremont, CA","Wilsonville, OR","5001 to 10000 ",1981,"Company - Public","Computer Hardware & Software","Information Technology","$1 to $2 billion (USD)","CA"
392,"Senior Clinical Data Scientist Programmer","$110K-$163K ","3.6","WCG (WIRB-Copernicus Group)
","Hamilton, NJ","Princeton, NJ","1001 to 5000 ",2012,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","NJ"
393,"Data Engineer","$110K-$163K ","4.5","Kingfisher Systems
","Falls Church, VA","Falls Church, VA","51 to 200 ",2005,"Company - Private","Federal Agencies","Government","$25 to $50 million (USD)","VA"
394,"Computer Vision / Deep Learning Scientist","$110K-$163K ","3.3","Tempus Labs
","Chicago, IL","Chicago, IL","501 to 1000 ",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","IL"
395,"Data Solutions Engineer - Data Modeler","$110K-$163K ","3.4","Liberty Mutual Insurance
","Indianapolis, IN","Boston, MA","10000+ ",1912,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)","IN"
396,"Data Scientist","$110K-$163K ","4.3","Visionary Integration Professionals
","Washington, DC","Folsom, CA","501 to 1000 ",1996,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)","DC"
397,"Data Scientist (TS/SCI w/ Poly)","$110K-$163K ","3.5","Maxar Technologies
","Herndon, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
398,"Weapons and Sensors Engineer/Scientist","$110K-$163K ","4","Dynetics
","Huntsville, AL","Huntsville, AL","1001 to 5000 ",1974,"Company - Private","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)","AL"
